ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol
ENSG00000140416,4014.5624086360885,0.5841223461476444,0.2662557170633614,2.1938396387884493,0.028246940049061572,0.13055469185216664,TPM1
ENSG00000140443,4564.243974350127,0.5629681724519073,0.10855666299163347,5.185938448525224,2.149297922269696e-07,7.03086862473381e-06,IGF1R
ENSG00000140450,1269.7542277119119,-0.7278657473922782,0.11607727411610572,-6.2705275682493555,3.5982683225420446e-10,2.319652389948847e-08,ARRDC4
ENSG00000140451,131.9853990226795,0.2031571541292592,0.16361374337181606,1.2416875865224832,0.21435185176179472,0.4863278113284053,PIF1
ENSG00000140455,252.63574678685276,-0.497726363036122,0.09185160059037577,-5.418809904639527,5.999706828663465e-08,2.244616216371997e-06,USP3
ENSG00000140459,30.041642099671357,0.7330702335948864,0.44021396490668024,1.6652589241467792,0.09586110966901996,0.29957792927931853,CYP11A1
ENSG00000140463,698.3144145456779,-0.004021712144743942,0.18336275728135126,-0.02193309156326134,0.9825013278689223,0.9952980638766816,BBS4
ENSG00000140464,1448.699708366668,0.2775094605310436,0.09926399033919032,2.795671014058361,0.005179209227561144,0.03663392774219536,PML
ENSG00000140471,116.78903464440735,-0.22224466811287924,0.13505123822934803,-1.6456322135710943,0.09983950275023804,0.307410020113151,LINS1
ENSG00000140474,338.4113572751484,0.36558190349883024,0.20792493270507068,1.7582398548488973,0.07870670655875249,0.26365680932706,ULK3
ENSG00000140479,54.95624121123599,-0.30348974791265304,0.9763312427111108,-0.3108471127789704,0.7559168518012065,0.9117717219647536,PCSK6
ENSG00000140497,1317.849945337051,0.3114285841696966,0.08024784342551851,3.880834311251578,0.00010409874420917916,0.001537476303465571,SCAMP2
ENSG00000140511,146.44887394632687,1.3416104714216772,0.4466903701869306,3.003446147406852,0.0026694078716857175,0.021616305723621946,HAPLN3
ENSG00000140521,809.2418900684257,0.19343819698296894,0.14089657730059182,1.3729091273117564,0.16978059874997442,0.4240979212243776,POLG
ENSG00000140525,215.87863400022724,0.17386941619254562,0.13903340661650423,1.2505585558449956,0.2110955791289204,0.48214571339185963,FANCI
ENSG00000140526,1650.0381516294826,0.4333076918074074,0.20172624962766667,2.14799855054649,0.03171387060704023,0.14158565603066392,ABHD2
ENSG00000140534,44.67849099972592,-0.11557514903355788,0.39561453372409905,-0.2921408067231418,0.7701789676128912,0.9185048206389773,TICRR
ENSG00000140543,136.07745772458762,-0.5505088108601996,0.227949465750803,-2.41504760297189,0.015733153336675604,0.08562616396930675,DET1
